ticker,senti_label,text
$AMZN,bullish,Amazon to create 500 new jobs in Florida as part of plans to open a fulfillment center in Auburndale
$AMZN,bullish,Amazon to create 500 new jobs in Mississippi as it builds a 2nd fulfillment center in the state
$AMZN,bullish,Amazon to create 500 new jobs in Mississippi as it builds new fulfillment center
$AMD,bullish,AMD launches 7nm GPU for workstations; shares +4%
$UNKNOWN,bullish,Analysis: Popeyes Chicken Sandwich Translates To Surge In Foot Traffic
$NEWR,bullish,Analysts positive on New Relic's investor event
$AAPL,bullish,Apple Averted An iPhone Fiasco With Phase 1 Trade Deal
$AAPL,bullish,Apple forecasts 100M+ 5G iPhone sales - report
$AAPL,bullish,Apple Just Put the Swiss Watch Industry to Shame
$AAPL,bullish,Apple's iPhone 11 'massive' success - Wedbush
$MT,bullish,ArcelorMittal More Optimistic on Steel Demand Outlook for 2020
$MT,bullish,ArcelorMittal sees 2020 steel pick-up as debt hits low
$UBER,bullish,"As Uber, GrubHub and Postmates battle over cities, Doordash is thriving in the suburbs"
$UNKNOWN,bullish,Azul's January traffic rose 29.1%
$BIDU,bullish,"Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications"
$APRN,bullish,"Blue Apron to offer 'diabetes-friendly' menus this month, stock rallies"
$BA,bullish,Boeing reports 30 new orders for the troubled 737 Max in November
$UNKNOWN,bullish,Brazilian food delivery app iFood looks to grow in retail in 2020
$CGC,bullish,Canopy Growth gets Health Canada license for beverage facility
$CGC,bullish,"Canopy Growth Obtains Health Canada License For Beverage Facility, Now Has All 'Cannabis 2.0' Licenses"
$UNKNOWN,bullish,China EV startup Byton receives California distributor license
$UNKNOWN,bullish,Cipla’s India Arm Will Show Market-Beating Growth In Next Few Quarters: CEO Vohra
$KO,bullish,Coca-Cola Breaks Down a Record Quarter
$COP,bullish,Conoco Plans Share Buyback That's Almost 50% of Market Value
$UNKNOWN,bullish,"Consensus is Being Reached Over Eskom Debt, Cosatu Says"
$UNKNOWN,bullish,"CuriosityStream, a streaming service devoted to science and nature has quietly amassed 10 million subscribers, more…"
$UNKNOWN,bullish,Dana extends buyback program
$DB,bullish,Deutsche Bank Plans Bigger Bonuses at Asset Management Division
$DNKN,bullish,Dunkin' Brands Accelerates Growth Into 2020
$EA,bullish,Electronic Arts Breaks Down a Record Quarter
$LLY,bullish,Eli Lilly to create 100 jobs in Indianapolis as it adds capacity to its technology center campus
$TSLA,bullish,"Elon Musk says Tesla has 187,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal"
$TSLA,bullish,"Elon Musk says Tesla has amassed more than 200,000 orders for its Cybertruck, even after two windows unexpectedly s…"
$UNKNOWN,bullish,"engage:BDR : 25 New Clients, Revenue Growth & Balance Sheet Improvements #engage:BDR #Stock #MarketScreener…"
$UNKNOWN,bullish,Extreme Networks board authorizes $100 mln share buyback
$UNKNOWN,bullish,FDA accepts Bioepis' application for Avastin biosimilar
$UNKNOWN,bullish,"FDA Approves Sarepta's Second DMD Drug, Analyst Projects $500M-Plus Opportunity"
$UNKNOWN,bullish,FDA OKs Zogenix's Fintepla for Dravet syndrome
$F,bullish,Ford invests more in Michigan
$F,bullish,"Ford to Add 3,000 Jobs at Michigan Plants, Invest $1.45 Billion"
$F,bullish,"Ford to invest $1.45 billion in two Detroit plants, add 3,000 jobs"
$UNKNOWN,bullish,Former ConsenSys executive says Bitcoin will increase ‘stability for the average person’
$UNKNOWN,bullish,Grupo Aeroportuario reports 10% increase in January traffic
$UNKNOWN,bullish,Hecla's Fourth Quarter Continues a Strong Second Half Of 2019
$UNKNOWN,bullish,Highlight 2019: Ruyi Group Records Strong Development and Growth
$HFC,bullish,"HollyFrontier OKs new $1 billion stock buyback program, to build new renewable diesel unit"
$HFC,bullish,"HollyFrontier outlines new biodiesel project, to buy back $1B in shares"
$HFC,bullish,HollyFrontier sets new $1 bln share repurchase program
$JWN,bullish,How Nordstrom Is Benefiting From Direct-to-Consumer Brands
$TGT,bullish,How Target has morphed into a model for avoiding the retail apocalypse
$LULU,bullish,How the Rise of At-Home Fitness Services Could Benefit Lululemon Athletica
$UNKNOWN,bullish,Imagination TV announces new share buyback program
$CIPLA,bullish,"India Business Will Show Market-Beating Growth In Next Few Quarters, Says Cipla CEO"
$UNKNOWN,bullish,Invora™ Herbicide Receives EPA Federal Approval
$BA,bullish,"JUST IN: For the first time since January, orders for Boeing’s troubled 737 Max airplanes incrementally rose last m…"
$KRTX,bullish,Karuna Therapeutics 'cautiously optimistic' about schizophrenia drug results in next trial: CEO
$UNKNOWN,bullish,Kazia Announces Positive Interim Efficacy Data From GDC-0084 Phase Ii Studyin Glioblastoma Released at SNO Conferen…
$KODK,bullish,Kodak Is Having a Comeback Moment as Oscars Embrace Film
$UNKNOWN,bullish,L’Oreal Expects to Outperform Rivals Amid Temporary Virus Hit
$UNKNOWN,bullish,"Lincoln Eyes Growing Market for $50,000 Rides: Auto Show Update"
$MTNB,bullish,Matinas Rides Amarin's Coattails as Vascepa Wins FDA Panel Vote
$BYND,bullish,"McDonald's could be the key to $1 billion in sales for Beyond Meat, UBS says by @heidi_chung"
$BYND,bullish,McDonald's could sell over 250 million Beyond Meat burgers in U.S. annually: UBS
$MPW,bullish,"Medical Properties Trust, Inc. Completes 2019 With Record $4.5 Billion in Acquisitions for 64% Growth Rate and Delivers Market-Leading Shareholder Returns"
$MRK,bullish,Merck and Bayer's vericiguat successful in late-stage heart failure study
$MRK,bullish,Merck's Keytruda OK'd in Europe for first-line HNSCC
$ZNGA,bullish,'Merge Magic!' helps Zynga top bookings estimates
$UNKNOWN,bullish,Milestone’s Expansion Continues; Opens Big Spring Facility in Northern Midland Basin
$TSLA,bullish,"Musk suggests Tesla has 187,000 orders for Cybertruck - tweet #ElonMusk #baron #MarketScreener…"
$NFLX,bullish,Netflix Inc.’s internal data suggests the streaming giant hasn’t been hurt yet by the launch of rival services from…
$NOK,bullish,Nokia Results Beat Provides Some Relief to Tested Investors
$NXPI,bullish,NXP Semi will resume buybacks
$UNKNOWN,bullish,Osram Has a Robust Start to Fiscal Year 2020
$UNKNOWN,bullish,Palantir Wins New Pentagon Deal With $111 Million From the Army
$PRTA,bullish,Prothena (NASDAQ:PRTA) Is In A Good Position To Deliver On Growth Plans
$UNKNOWN,bullish,"Ram is making moves in the truck wars, with U.S. sales roughly tripling in the last 10 years. Watch the full video…"
$AAPL,bullish,Report: Apple's Fortunes In China Turn Around After iPhone 11 Launch
$ROKU,bullish,"Roku Leads In Subscriber Battle With Apple, Amazon"
$UNKNOWN,bullish,Saint-Gobain North America Announces Largest Renewable Energy Deal in Company’s 354-Year History
$UNKNOWN,bullish,Sanofi eyes more growth this year as it narrows focus
$UNKNOWN,bullish,SB Financial announces extension of share repurchase program
$STNG,bullish,Scorpio Tankers' Bugbee buys 2K call option contracts for $450K
$UNKNOWN,bullish,Seattle Genetics earns drug approval in Canada
$TTWO,bullish,"Smart Timing for a ""Grand Theft Auto"" Sequel Could Deliver Huge Gains for Take-Two Interactive"
$UNKNOWN,bullish,"SocGen CEO: Confident We Can Improve Net income, Profitability in 2020"
$SPOT,bullish,Spotify Adds Most Subscribers Ever in Fourth Quarter
$SPOT,bullish,Spotify's More Confident Than Ever in Its Podcast Strategy
$COP,bullish,Stock Market Update: ConocoPhillips forecasts $50 billion free cash flow over ten years
$UNKNOWN,bullish,StoneCo allayed some investor concerns over competition with solid growth
$BA,bullish,"SunExpress exercising options to buy 10 additional Boeing 737 MAX 8 planes, valued at $1.2 bln"
$UBER,bullish,SurveyMonkey CEO: Our data shows Uber could raise prices because 'people are addicted' to app
$ERIC,bullish,Swedish gearmaker Ericsson expects 2.6 billion 5G subscriptions by end of 2025
$UNKNOWN,bullish,Takeda Announces 18-Month Data from Pivotal Phase 3 Trial of Dengue Vaccine Candidate Met All Secondary Endpoints…
$UNKNOWN,bullish,Target has morphed into a model for how to avoid the retail apocalypse
$TSLA,bullish,"Tesla Cybertruck Hits 200,000 Orders Just Days After Botched Launch"
$TSLA,bullish,"Tesla’s Cybertruck doesn’t look street legal, but pre-orders are pouring in"
$UNKNOWN,bullish,Tinyclues Announces Major Growth in 2019
$TM,bullish,Toyota in Growth Mode Defies Slowdown in Global Vehicle Demand
$UNKNOWN,bullish,"Tri Global Energy Maintains Lead in Texas Wind Energy Development Projects, Launches Expansion into New States"
$UNKNOWN,bullish,Twitter's First Billion-Dollar Quarter
$UNKNOWN,bullish,U.S. grants Huawei 90-day extension of business license
$ERIC,bullish,"U.S. interest positive for Ericsson, says top owner Cevian"
$UBER,bullish,Uber To Profit From Better Pricing Environment: Singh (Radio)
$UBER,bullish,Uber's new roadmap to profitability draws Wall Street praise
$UL,bullish,Unilever sees Lipton as still attractive
$UPS,bullish,UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season
$UNKNOWN,bullish,"Very Optimistic About 2020, Says Bank Albilad CEO"
$V,bullish,Visa R&D Arm Develops a Blockchain System That Could Replace Financial Data Aggregators
$UNKNOWN,bullish,Volaris reports 18.4% growth in January traffic
$VWAGY,bullish,Volkswagen reveals exotic-sounding ID. Space Vizzion electric wagon at Los Angeles Auto Show
$WMT,bullish,Walmart announced that it plans to open 500 new stores in China over the next five to seven years. That would more…
$WMT,bullish,Walmart has announced that it plans to open 500 new stores in China over the next five to seven years. That would m…
$WMT,bullish,Walmart Marks A Five-Year Streak Of Quarterly Sales Gains And Turns To A Robotic Future
$AAPL,bullish,"Wearables Sales Surge, Bolstering Apple Stock"
$UNKNOWN,bullish,"Wetherspoon plans new pubs around Britain, creating 10,000 jobs"
$UNKNOWN,bullish,"Wetherspoons plan to create 10,000 jobs met with scepticism"
$UNKNOWN,bullish,What is Yandex? Here's a look at the company that's beating Google in Russia.
$DIS,bullish,Why Disney+ is the only service that can rival Netflix
$UNKNOWN,bullish,Why Popeyes foot traffic soared in the third quarter: RPT
$AMZN,bullish,Why Profits From Amazon's Cloud Business Could Be About to Soar
$WYNN,bullish,Wynn Resorts confident on post-virus recovery
$WYNN,bullish,Wynn Resorts expected to bounce back strong
$UNKNOWN,bullish,Eagle Ford producer orders another Capstone C800S
$CVX,bullish,Chevron prepares to restart oil output on Saudi-Kuwaiti border
$UNKNOWN,bullish,Commodities trader Trafigura reports a record year in oil and metals
$BP,bullish,Kosmos inks Greater Tortue LNG supply deal with BP
$UNKNOWN,bullish,NV5 receives $34M LNG contract
$PBR,bullish,Petrobras Brasileiro on new oil discovery in Campos Basin
$PBR,bullish,Brasileiro S A Petrobras : Petrobras on new oil discovery in Campos Basin #Stock #MarketScreener…
$DIS,bearish,Disney responds to data breach after thousands of Disney+ accounts hacked
$DIS,bearish,"Disney+ accounts are getting hacked, sold for $3: RPT"
$UNKNOWN,bearish,Hackers Are Targeting Ring Cameras
$DIS,bearish,"Hackers have gained access to thousands of Disney+ user accounts, selling them for between $3 and $11, according to…"
$UNKNOWN,bearish,"Macy’s Hit With Malware Attack, Customer Data Stolen"
$UNKNOWN,bearish,Macy's discloses data hack
$UNKNOWN,bullish,Finablr : Ransomware-hit Travelex says it has recovered its UK website #Finablr #Stock #MarketScreener...
$UNKNOWN,bearish,Dollar & Bond Yields Slide After FOMC Folds
$UNKNOWN,bearish,10Y yield just 15bps away from all time lows.
$UNKNOWN,bearish,3Y Auction Tails On Muted Buyer Demand Despite Unlimited Fed QE
$UNKNOWN,bearish,"As Africa Drowns In Debt To China, IMF Sounds The Alarm"
$UNKNOWN,bearish,Illinois risk seeing its credit rating cut to junk
$JPM,bearish,"JPMorgan says bonds to slump, fueling a return to cyclicals via @business"
$UNKNOWN,bearish,Nigeria's government plans to raise as much as $6.9 billion from multilateral lenders to offset the impact of the C…
$UNKNOWN,bearish,"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atte…"
$UNKNOWN,bearish,Societe Generale's Subadra Rajappa is concerned treasury yields could quickly snap back
$UNKNOWN,bearish,South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt…
$UNKNOWN,bearish,South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt…
$UNKNOWN,bearish,Treasury yields hold rise after housing starts
$UNKNOWN,bearish,Global stock rally spurs selloff of Treasurys ahead of benchmark debt auction
$UNKNOWN,bullish,Argentine bonds surge after investors call Buenos Aires' bluff
$UNKNOWN,bullish,Buenos Aires Surrender Sends Argentine Bonds on a Wild Rally
$UNKNOWN,bullish,Negative-Yield Bond Pool Declines As Hopes For Global Recovery Soar
$UNKNOWN,bullish,Treasury yields inch higher after economic data
$UNKNOWN,bullish,Treasury yields pare decline after January jobs report
$UNKNOWN,bearish,"A. H. Belo halves dividend, cuts capital spending to below $1M"
$UNKNOWN,bearish,Apollo Tactical Income Fund cuts dividend by 9%
$APA,bearish,Apache: Recently Slashed Dividend May Never Stage A Comeback. #economy #markets #stocks
$CLR,bearish,Continental Resources announces suspension of quarterly dividend; global crude oil and product demand is...
$UNKNOWN,bearish,Delaware Investments Dividend & Income Fund cuts dividend by 10%
$UNKNOWN,bearish,Delaware Enhanced Global Dividend & Income Fund cuts dividend by 7%
$M,bearish,(+0.2% pre) Macy's may have just signaled a dividend cut - Brian Sozzi
$OVV,bearish,Ovintiv: Anticipating A Dividend Cut. #stocks #finance #trading
$SPR,bearish,Boeing supplier Spirit cuts dividend to increase liquidity
$SPR,bearish,Boeing supplier Spirit slashes dividend due to 737 MAX crisis
$GFT,bearish,GFT Technologies : suspends forecast for the current financial year and reviews dividend p... #GFTTechnologies…
$AEL,bullish,American Equity Investment Life increases annual cash dividend to $0.30/share from $0.28/share
$ABT,bullish,Abbott Labs raises quarterly dividend by 12.5% to 36 cents a share
$T,bullish,AT&T $T says 'it has a strong cash position' and will continue to pay a quarterly dividend.
$T,bullish,AT&T is raising its quarterly dividend to 52 cents a share
$T,bullish,At*&T raises quarterly dividend by 2% to 52 cents a share
$DNKN,bullish,Dunkin' Brands lifts dividend and buyback as 2020 outlook shy of estimates
$FBP,bullish,"First Bancorp increases dividend, boosts stock buyback program"
$HFC,bullish,HollyFrontier raises dividend by 6% to 35 cents a share
$UNKNOWN,bullish,Merck to raise quarterly dividend by 11% to 61 cents a share
$UNKNOWN,bullish,New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents
$UNKNOWN,bullish,"OneMain plans to boost dividend, pay special dividends"
$UNKNOWN,bullish,Six Flags raises quarterly dividend by a penny to 83 cents a share
$ACM,bearish,"AECOM: Given Disappointing Earnings And No M&A News, ACM Is A Trading Sell. #stockmarket #markets #stocks"
$UNKNOWN,bearish,Starbucks Likely Range Bound After Inconclusive Q4 2019 Earnings. Sign up for updates on Seeking Alpha!…
$UNKNOWN,bearish,3M Stock Is a Toxic Stock After Earnings
$CONN,bearish,Conn's did not CONNect on earnings today as comps were weak $CONN
$UNKNOWN,bearish,Exxon and Chevron posted the weakest results in years because of disappointing results in almost all of their busin...
$UNKNOWN,bearish,Medigene AG Just Missed Earnings With A Surprise Loss - Here Are Analysts Latest Forecasts
$MHK,bearish,"Mohawk Industries, Inc.'s (NYSE:MHK) Earnings Dropped -19%, Did Its Industry Show Weakness Too?"
$UNKNOWN,bearish,Not So Happy Holidays for Kohl’s After Earnings
$UNKNOWN,bearish,"Österreichische Post AG's (VIE:POST) Earnings Dropped -16%, How Did It Fare Against The Industry?"
$UNKNOWN,bearish,Twitter users explain why Kohl's stock just got obliterated after reporting earnings
$UNKNOWN,bearish,Twitter users explain why Kohl's stock just got obliterated after reporting earnings by…
$UNKNOWN,bearish,Vitasoy International Holdings Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now
$UNKNOWN,bullish,Market Expects Good Earnings For Lululemon. Keep reading: #economy #stockmarket #investing
$XPO,bullish,"XPO Logistics tops Q4 earnings view, hires Wyshner as new CFO"
$UNKNOWN,bullish,AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results
$UNKNOWN,bullish,Allergan Reports Fourth-Quarter 2019 Results That Plow Past Expectations
$AMZN,bullish,Amazon hits $1 trillion on blowout earnings beat what the pros are watching now $AMZN (via @TradingNation)
$UNKNOWN,bullish,Amazon's market value tops $1 trillion following the company's strong earnings report
$AMKR,bullish,Amkor Technology (AMKR) Surpasses Q4 Earnings and Revenue Estimates
$UNKNOWN,bullish,Bristol-Myers earnings rise due to Celgene deal
$UNKNOWN,bullish,Coca-Cola's Earnings: Outperforming Its Peers
$UNKNOWN,bullish,CrowdStrike reported better-than-expected fiscal Q3 2020 results yesterday. “We think of ourselves as beyond just a…
$DVA,bullish,DaVita HealthCare (DVA) Tops Q4 Earnings Estimates
$DOCU,bullish,DocuSign signs off on another solid earnings result $DOCU
$UNKNOWN,bullish,Opera Limited Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next
$PSEC,bullish,Prospect Capital (PSEC) Meets Q2 Earnings Estimates
$QSR,bullish,"Restaurant Brands Int'l tops Q4 estimates, but company not ""clucking"" on all cylinders (QSR) $QSR"
$UNKNOWN,bullish,Results: Digi International Inc. Beat Earnings Expectations And Analysts Now Have New Forecasts
$UNKNOWN,bullish,Results: Synaptics Incorporated Exceeded Expectations And The Consensus Has Updated Its Estimates
$TCO,bullish,Taubman Centers (TCO) Tops Q4 FFO and Revenue Estimates
$UNKNOWN,bullish,Vista Outdoor Beats Estimates on Improving Firearms Market
$UNKNOWN,bullish,Why Target Earnings Are Phenomenal
$UNKNOWN,bearish,Natural gas sinks 5% to near four-year lows
$UNKNOWN,bearish,Natural gas sinks 5% to near four-year lows
$UNKNOWN,bearish,Natural gas sinks 5% to near four-year lows
$UNKNOWN,bearish,"Oil slides amid output uncertainty, forecast for big Cushing stockpile gain"
$UNKNOWN,bearish,"Oil slides amid output uncertainty, forecast for big Cushing stockpile gain"
$UNKNOWN,bearish,"Oil slides amid output uncertainty, forecast for big Cushing stockpile gain"
$UNKNOWN,bearish,A global glut of LNG might force U.S. export plants to go idle
$UNKNOWN,bearish,API data show a 6 million-barrel weekly rise in U.S. crude supply: sources
$UNKNOWN,bearish,"API data show a roughly 6 million-barrel weekly rise in U.S. crude stocks, sources say"
$BRY,bearish,Berry Petroleum's stock plunges to 2-year low after California prohibits using steam to extract oil
$UNKNOWN,bearish,Commodity Chaos Deepens as China LNG Buyer Invokes Force Majeure
$UNKNOWN,bearish,Coronavirus Hits Oil's Weakest Credits Hardest
$UNKNOWN,bearish,Crude Holds Below $50 as OPEC Dithers Over Virus Response
$WTI,bearish,"Dec. WTI oil at $55.12/bbl in electronic trade, down from $55.21 Nymex settlement"
$WTI,bearish,"Dec. WTI oil down $1.84, or 3.2%, to settle at $55.21/bbl"
$UNKNOWN,bearish,"EIA forecasts U.S. shale oil output to climb by 49,000 barrels a day in December"
$UNKNOWN,bearish,Energy Down As Oil Rally Stalls -- Energy Roundup #economy #MarketScreener
$UNKNOWN,bearish,Energy Down With Energy Futures -- Energy Roundup #NYMEX #Stock #MarketScreener
$UNKNOWN,bearish,"Energy names lag on lower commodity prices for oil, gas"
$UNKNOWN,bearish,Goldman's Currie Sees Worst Oil Demand Shock in a Decade
$UNKNOWN,bearish,"Industrial goods, oil, gas get slammed as China coronavirus slashes demand"
$UNKNOWN,bearish,Investors line up against Mizuho support for coal
$WTI,bearish,"March WTI oil continues its decline, down 49 cents, or 1%, at $50.46/bbl"
$UNKNOWN,bearish,Mine Delays in China Are Buttressing Beleaguered Coal Bulls
$UNKNOWN,bearish,"Nat gas prices plunge on milder weather, ample supplies"
$UNKNOWN,bearish,Natural gas futures tumble 5% and are poised to close at a nearly 4-year low
$UNKNOWN,bearish,Natural Gas Price Fundamental Daily Forecast – Early Weakness as Forecasts Indicate Return to Seasonal Temperatures
$UNKNOWN,bearish,Natural Gas Price Prediction – Prices Tumble on Warm Weather Forecast
$UNKNOWN,bearish,Natural gas production in the U.S. is expected to drop by the fastest pace ever next year
$UNKNOWN,bearish,Oil Bankruptcies Are Reaching Worrying Levels
$UNKNOWN,bearish,Oil Begins To Move Lower – Will Our Predictions Come True?
$UNKNOWN,bearish,Oil Dips as China Concern On Impeachment Adds Another Twist To Trade Deal
$UNKNOWN,bearish,Oil ends at its lowest level in more than a year as U.S. prices sink below $50
$UNKNOWN,bearish,Oil futures finish lower after posting 2 consecutive weekly gains
$CNOOC,bearish,Oil majors cut 2020 spending by 22% after prices slump #CNOOC #Stock #MarketScreener
$UNKNOWN,bearish,Oil prices fall but hold near three-month high on trade deal agreement
$UNKNOWN,bearish,"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supply…"
$UNKNOWN,bearish,Oil resumes decline as investors monitor back-and-forth trade talks
$UNKNOWN,bearish,Oil slides as Russia reportedly may not seek deeper cuts at OPEC meeting
$UNKNOWN,bearish,Oil slips as concerns over U.S.-China trade talks drag on
$UNKNOWN,bearish,Oil slips but holds near 2-month high as looming OPEC meeting expected to yield deeper cuts
$UNKNOWN,bearish,Oil trades at 3-month low
$UNKNOWN,bearish,Oil tumbles as U.S. gasoline supplies rise by most since January via @business
$UNKNOWN,bearish,"Oil, copper remain well below peaks hit in mid-April, a sign investors remain skeptical about demand without an ove…"
$UNKNOWN,bearish,"OPEC and Russia have postponed a meeting to discuss #oil output cuts until April 9, sparking a price drop in overni…"
$UNKNOWN,bearish,OPEC+ deal is much weaker than it looks
$UNKNOWN,bearish,Rising Short Interest Has Primed The Pumps For A Reversal In Energy ETFs. #business #investing #markets
$UNKNOWN,bearish,Shale gas producers have a lot of problems. Count hog manure and chicken guts among them.
$UNKNOWN,bearish,Shale's Debt-Fueled Drilling Boom Is Coming To An End
$UNKNOWN,bearish,Stock Market Update: Energy sector down nearly 3% this week
$UNKNOWN,bearish,Stock Market Update: WTI crude falls 3% amid concerns about oversupply
$UNKNOWN,bearish,Stock Market Update: WTI crude falls back below $50 per barrel
$UNKNOWN,bearish,Stock Market Update: WTI crude gives back 1% amid nervous-sounding trade headline
$UNKNOWN,bearish,Stocks Are Going Nowhere as Hope for a China Trade Deal Wavers - Barron's
$UNKNOWN,bearish,The coronavirus is hitting renewable energy supply chains and could hurt global energy transition
$UNKNOWN,bearish,The global oil market is drowning in excess crude as demand plummets. Insights via @CMEGroup
$UNKNOWN,bearish,Trade Alert - Crude Oil Downside. Read more: #investing #stockmarket #trading
$UNKNOWN,bearish,U.S. oil futures mark lowest finish so far this month
$UNKNOWN,bearish,"US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week's pivotal OPEC meeting"
$UNKNOWN,bearish,Why These Top Oil Stocks All Tumbled More Than 10% in January
$UNKNOWN,bearish,Gas prices could soon drop to 99 cents a gallon in parts of the Midwest
$UNKNOWN,bearish,"Oil is down, gold is up. Rates are flashing warnings. But someone forgot to tell stocks"
$UNKNOWN,bearish,gasoline is back -- and it's a terrible sign for the economy
$UNKNOWN,bearish,gasoline is back -- and it's a terrible sign for the economy
$UNKNOWN,bearish,Top Canadian oil producers foresee further cuts
$UNKNOWN,bearish,Top Canadian oil producers foresee further cuts
$UNKNOWN,bearish,Top Canadian oil producers foresee further cuts
$UNKNOWN,bearish,Interest rates and oil carve out new lows as stocks slip
$UNKNOWN,bearish,Interest rates and oil carve out new lows as stocks slip
$UNKNOWN,bearish,Interest rates and oil carve out new lows as stocks slip
$UNKNOWN,bearish,Natural gas hits the skids on warm winter weather outlook
$UNKNOWN,bearish,Natural gas hits the skids on warm winter weather outlook
$UNKNOWN,bearish,Natural gas hits the skids on warm winter weather outlook
$UNKNOWN,bearish,Crude inventories build sharply
$UNKNOWN,bearish,Crude inventories build sharply
$UNKNOWN,bearish,Crude inventories build sharply
$UNKNOWN,bearish,Crude inventory unexpectedly rise
$UNKNOWN,bearish,Crude inventory unexpectedly rise
$UNKNOWN,bearish,Crude inventory unexpectedly rise
$UNKNOWN,bearish,"U.S. crude supply rose 6M barrels last week, API says"
$UNKNOWN,bearish,"U.S. crude supply rose 6M barrels last week, API says"
$UNKNOWN,bearish,"U.S. crude supply rose 6M barrels last week, API says"
$UNKNOWN,bearish,US Energy Information Administration.. projects US cuts of 2million BPD of crude oil
$UNKNOWN,bearish,"U.S. gasoline futures in freefall, close at all-time lows"
$UNKNOWN,bearish,"U.S. gasoline futures in freefall, close at all-time lows"
$UNKNOWN,bearish,"U.S. gasoline futures in freefall, close at all-time lows"
$UNKNOWN,bearish,Energy extends YTD loss to 15% as oil prices plunge
$UNKNOWN,bearish,Energy extends YTD loss to 15% as oil prices plunge
$UNKNOWN,bearish,Energy extends YTD loss to 15% as oil prices plunge
$UNKNOWN,bearish,Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. #finance #markets #trading
$UNKNOWN,bearish,"Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal…"
$UNKNOWN,bearish,Canadian oil shipments are getting snarled once again
$UNKNOWN,bearish,Commodities including crude oil and copper fell on concerns that the coronavirus would pare Chinese demand for raw…
$UNKNOWN,bearish,Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet…
$UNKNOWN,bearish,"Cramer sees oil stocks in the 'death knell phase,' says they are the new tobacco"
$UNKNOWN,bearish,Energy Down Sharply As Depressed Oil Prices Seen Squeezing Shale Producers -- Energy Roundup #economy…
$UNKNOWN,bearish,Exxon Baton Rouge refinery fire threatens oil demand
$UNKNOWN,bearish,Falling Oil Prices An Economic Warning Sign | Zero Hedge
$UNKNOWN,bearish,"For the global oil market, the coronavirus epidemic couldn't have hit a worse place"
$UNKNOWN,bearish,Gasoline futures tumbled 17% to touch 50 cents a gallon for the first time since 2001
$UNKNOWN,bearish,"'Hurricane-force headwinds' pull oil lower, but the losses aren't built to last"
$UNKNOWN,bearish,Jet fuel demand takes a hit as coronavirus leads to travel restrictions
$UNKNOWN,bearish,JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past three weeks owing to decreased demand and…
$UNKNOWN,bearish,JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.…
$UNKNOWN,bearish,"Lower oil prices typically boost global growth, but the recent decline to an 18-year low will likely provide less s…"
$UNKNOWN,bearish,Midstream Prices Crash: Maybe We Have Seen This Before. #business #finance #markets
$UNKNOWN,bearish,Natural Gas Continues To Dig A Deeper Bottom. #stocks #investing #trading
$UNKNOWN,bearish,"Oil - If Demand Drops, Exports Drop. #markets #stockmarket #investing"
$UNKNOWN,bearish,"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge"
$UNKNOWN,bearish,Oil drops after U.S. inventory data
$UNKNOWN,bearish,"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears"
$WTI,bearish,"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener"
$WTI,bearish,"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener"
$UNKNOWN,bearish,OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China
$UNKNOWN,bearish,Sales of Latin American oil cargoes to China have ground to a halt this week
$UNKNOWN,bearish,Some expect natural gas prices to fall to levels not seen in three years
$UNKNOWN,bearish,"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener…"
$UNKNOWN,bearish,"The coronavirus is a 'black swan' for oil and energy markets, says Ned Davis Research"
$UNKNOWN,bearish,"The crash in energy prices has hit Norway, Europe's biggest oil producer, forcing it to prop up its currency for th…"
$UNKNOWN,bearish,The Danger Of Deeper OPEC+ Cuts
$UNKNOWN,bearish,"The deepening crisis at debt-ridden Eskom shut down South Africa's key mining industry for 24 hours, hitting gold a…"
$UNKNOWN,bearish,The resistance levels to watch as oil falls from its highest close in almost 12 weeks
$UNKNOWN,bearish,Tullow Oil: diminishing reserves
